key,North America,Africa,South America,Asia,Europe,Australia,Antarctica
1025409600000,23.041422681023,7.9356392949025,7.9149900245423,13.153938631352,9.3433263069351,5.1162447683392,1.3503144674343
1028088000000,19.854291255832,7.4514668527298,7.0899888751059,12.456410521864,8.4583069475546,4.2022848306513,1.2232741112434
1030766400000,21.02286281168,7.9085410566608,7.5996132380614,12.537048663919,8.0342398154196,4.3543715758736,1.3930470790784
1033358400000,22.093608385173,5.8996782364764,8.2741174301034,13.947386398309,8.1538966876572,5.4641223667245,1.2631275030593
1036040400000,25.108079299458,6.0591869346923,9.3564460833513,14.421680682568,10.743604786849,6.0041275884577,1.5842699103708
1038632400000,26.982389242348,5.9667815800451,9.7066786059904,14.143238262286,12.349366155851,6.6050520064486,1.9546996043116
1041310800000,19.828984957662,8.65528925664,10.213363052343,12.229635347478,10.742682503899,5.0154059912793,0.8504048300986
1043989200000,19.914055036294,8.7690763386254,10.285809585273,12.508479916948,11.360983869935,5.1835708554647,0.85340686311353
1046408400000,19.436150539916,8.6386160387453,10.222053149228,12.155368409526,11.441336039535,5.1142682006164,0.843061357391
1049086800000,21.558650338602,5.9895557449743,8.6188592137975,13.335455563994,10.897508791837,5.0271381717695,2.119846992476
1051675200000,24.395594061773,6.3840324338159,9.3335447543566,12.888210138167,11.469101547709,5.3437782653456,2.5285382124858
1054353600000,24.747089309384,6.5196511461441,8.9312402186628,12.842092790511,12.086311476742,5.2105844515767,2.5056570712835
1056945600000,23.491755498807,7.0738618553114,8.1895089343658,12.513816474199,8.0697180773504,6.552565997799,2.5212789901005
1059624000000,23.376634878164,6.5745957367133,8.260622135079,12.21453674494,8.2004392233445,6.9873363581831,2.6192011642534
1062302400000,24.581223154533,6.4658359184444,7.7700786851364,11.750848343935,8.4566434900643,7.010986789097,2.5382187823805
1064894400000,24.922476843538,2.7622758754954,7.9907428771318,10.526579636787,7.9565760979059,4.4254242025515,2.3393223047168
1067576400000,27.357712939042,2.9794782986241,8.7769091865606,10.873596086087,9.3764619255827,4.9613848042174,2.491219888698
1070168400000,26.503020572593,2.8735432712019,8.4855077060661,11.019967131519,9.0747664160538,4.8854920484764,2.497555874906
1072846800000,26.658901244878,1.6344817513645,9.6277203033655,11.235789380602,10.508939004673,4.0441111794228,1.734018115546
1075525200000,27.065704156445,1.5869248754883,9.9685913452624,11.859910850657,10.69936754483,4.0219596813179,1.9307268299646
1078030800000,28.735320452588,1.7172279157246,10.615085181759,12.531031616536,10.681562399145,4.3065749225355,2.2261679836799
1080709200000,31.572277846319,1.9649927409867,9.2902488079646,11.360451067019,13.184786109406,3.9148434915404,1.7608893704206
1083297600000,30.932161503638,2.0261695079196,8.8610439830061,11.456244780202,12.668213052351,3.8659430654512,1.6242690616808
1085976000000,31.627029785554,2.0541261923929,9.1075344931229,11.436991407309,13.430509403986,3.9572824600686,1.7161663801295
1088568000000,28.728743674232,3.9466318927569,9.9156737639203,11.638595744327,12.393086349213,4.7372190641522,1.7183554537038
1091246400000,26.858365172675,3.7826770946089,9.7826003238782,11.190418301469,11.942374044842,4.6871476374455,1.7179780759145
1093924800000,27.279922830032,3.9543021004028,10.55403610555,11.835608007589,12.062227685742,5.0398702564196,1.7314274801784
1096516800000,34.408301211324,3.8309891064711,10.926900264097,11.540980244475,11.969974363623,5.5221787544964,1.2596883356752
1099195200000,34.794362930439,3.6340958946166,10.903144818736,10.958762325687,12.14374574055,5.424646299798,1.381177053009
1101790800000,35.609978198951,3.5289755762525,10.862890389067,10.885791159509,12.69422821995,5.9240223067349,1.4408819615814
1104469200000,33.574394968037,5.702378559857,10.64604998964,13.605810720109,9.1235211044692,5.9936860983601,3.4743581836444
1107147600000,31.979405070598,5.6539569019223,10.042790814087,13.128978067437,8.758211757584,5.8499523215019,3.3603749903192
1109566800000,31.19009040297,5.5449506370392,9.7173391591038,13.119012086882,8.8072309258443,6.4149040329325,3.5350883257893
1112245200000,31.083933968994,4.7579993280677,9.6122415755443,13.003706129783,11.687595946835,6.4547895561969,3.0949644237828
1114833600000,29.668971113185,4.4816139372906,9.4337921146562,13.326996807689,11.079723082664,5.9385382611161,3.0796455899995
1117512000000,31.490638014379,4.5965558568606,9.814827171183,13.547947991743,12.049712896076,6.0486751030592,3.3441247640644
1120104000000,31.818617451128,4.3747066116976,12.059260396788,12.807959646616,10.725319428684,5.23108613838,4.0947643978168
1122782400000,32.960314008183,4.4588822917087,12.139649903873,12.931763821068,10.844849996286,5.5857797121029,4.4072631274052
1125460800000,31.313383196209,4.4460351848286,12.281290663822,12.795359993008,10.833535488461,5.3454665096987,4.4870979780825
1128052800000,33.125486081852,3.7989113035136,8.8037085409056,9.6998935538319,17.180932407865,5.0439154120119,4.8404549457934
1130734800000,32.791805509149,3.7743883140088,8.6300618239176,9.3473740089131,15.894764896516,5.054634702913,4.8293016233697
1133326800000,33.506038030366,3.7727852823828,9.1225708491432,9.36902067716,16.412751299498,5.3819451380848,5.2238093263952
1136005200000,26.96501697216,7.2968111448895,12.988124170836,14.258619539875,12.573569093402,5.2638869269803,3.382306337815
1138683600000,27.38478809681,7.2800122043237,13.356778764353,14.21241095603,13.242301508051,5.5806167415681,3.7056975170243
1141102800000,27.371377218209,7.1187787503354,13.611196863271,13.973193618249,12.863536342041,5.4539047069985,3.7561118692318
1143781200000,26.309915460827,8.351887016482,6.8959030061189,15.218233920664,21.034044171629,7.6728842432362,2.861913700854
1146369600000,26.425199957518,8.4156698763993,6.9939633271353,14.382109727451,21.419084618802,7.719946716654,2.9933744103381
1149048000000,26.823411519396,8.1673298604231,6.7241510257676,13.894310878491,21.142678863692,8.0144619912942,2.7127537218463
1151640000000,23.850443591587,5.5132447126042,5.5611293669517,15.593086090031,26.56848967753,7.942223133434,3.1195497076283
1154318400000,23.158355444054,6.1152537710599,5.6086488714041,16.244839695189,24.839144939906,8.3998279827444,3.4066964004508
1156996800000,22.998689393695,6.076765091942,5.4962849907033,16.017088850647,25.456187462166,8.532324572605,3.3754571113569
1159588800000,27.9771285113,4.6304473798646,6.9193153169278,14.183951830057,26.350164502825,4.7324285199763,2.2965579982924
1162270800000,29.073672469719,4.6301068469402,7.0016334389778,14.148523245696,26.478333205189,4.7402397487697,2.4486818633018
1164862800000,28.587640408904,4.3466656309389,6.7865422443273,13.424326059971,26.425979547846,4.9042069355168,2.4002308848517
1167541200000,22.788453687637,6.830104897003,9.0006454225383,12.974450435754,28.191461582256,5.9583963430882,1.9649579750349
1170219600000,22.429199073597,7.241633040029,9.2233916171431,13.232470418021,28.930307448808,6.3693899239171,1.9385263638056
1172638800000,22.324103271052,7.1432372054153,8.8929316009479,13.318762655574,29.521413891117,6.261153903813,1.9128975336387
1175313600000,17.558388444187,10.608942063374,10.345937520404,15.961407746104,28.188285966466,5.3443942184584,2.3412869836298
1177905600000,16.769518096208,10.914964549494,10.075914677026,16.287714639805,27.704619625831,5.4932111235361,2.4337870351445
1180584000000,16.214738201301,10.933223880565,10.089006188111,16.24659058389,27.49086242483,5.5747393101109,2.62179703171
1183176000000,18.729632971229,8.3457524851265,10.598330295008,17.564505594808,28.770679721286,5.3833633060013,3.2642864957929
1185854400000,18.814523318847,8.1078413081882,9.9689546533009,17.872725373164,29.06048067145,5.5125898831832,3.3200396223709
1188532800000,19.789986451358,8.2697185922474,9.7740580198146,18.018998508756,28.240998844973,5.8116112661327,3.3934212707572
1191124800000,17.070049054933,8.4742436475968,10.558483060626,15.584518016602,33.004893194128,4.3962296939996,4.2822327088179
1193803200000,16.121349575716,8.4994601179319,9.9314651823603,15.480850647182,34.075180359928,4.6967663605521,4.1474964228541
1196398800000,15.141659430091,8.7387319683243,9.3997715873769,15.699120036985,32.548560664834,4.7963004350914,4.1477082879801
1199077200000,17.175388025297,6.8829183612895,8.4086493387262,19.184281817226,30.629727432729,4.1817985183351,5.2947122916128
1201755600000,17.286592443522,6.984133637885,8.9698309085926,19.691226605205,28.642858788159,4.3797643870182,5.2919843508028
1204261200000,16.323141626568,7.0860136043287,8.2778357995396,18.982314051293,27.973575227843,4.6966642197965,5.198978305031
1206936000000,19.231263773952,4.3961787956053,8.8585045600123,18.707820309008,27.393351882726,4.3609995132565,3.5603057673513
1209528000000,18.446256391095,3.8699674365231,8.7013756413322,17.459630929759,28.476095288522,4.4736290996496,3.3009087690692
1212206400000,17.822632399764,3.6928925238305,7.7933605469443,16.500616076782,29.29667866426,4.3749762738128,3.1784852603792
1214798400000,15.53936647598,6.7571718894253,7.0236183483064,18.086324003978,29.222333802896,3.3274661194507,4.5889503538868
1217476800000,15.255131790217,6.4367313362344,6.9873088186829,18.929464156259,28.092966093842,3.0316184691337,4.401779617494
1220155200000,15.660963922592,6.4048441521454,6.8031713070097,18.233728682084,28.107159262922,2.5718140204728,4.2208301828278
1222747200000,13.254482273698,5.4643833239669,6.6869531315723,16.315776297325,25.482974832099,2.7034994044603,3.89396671475
1225425600000,11.920796202299,5.3150786833374,6.138256993963,14.632892190251,21.208115993834,2.2033786591364,3.0423832241354
1228021200000,12.122809090924,5.3011272612576,5.6434994016354,14.667835024479,20.295043095268,1.9850621240805,3.135520611578
1230699600000,15.691026271393,4.1203601430809,5.495220262512,13.946993947309,15.925754618402,0,1.9631418164089
1233378000000,14.720881635107,4.0881783200525,4.6885326869846,14.394304684398,17.162864628346,0,1.8963543874958
1235797200000,15.387939360044,4.1928665957189,4.4524349883438,13.724462792967,17.084345773174,0,1.8266636017025
1238472000000,13.765436672228,7.0249415663205,5.6766520778185,10.930879035807,22.24600710228,0,0.93136635895188
1241064000000,14.631445864799,7.006530880769,5.7675774480752,9.8339915513708,24.530543998508,0,0.92737801918888
1243742400000,14.292446536221,6.994835633224,5.7882863168337,10.053858541872,25.084184918241,0,0.97591889805002
1246334400000,16.170071367017,6.1220222336254,7.2666010034924,11.786998438286,16.606166527359,0,2.6841193805515
1249012800000,15.948135554337,6.1177436137653,7.5191821322261,11.780994901769,17.239620011628,0,2.5664341140531
1251691200000,16.612872685134,6.1413396231981,7.849651451445,11.305889670277,17.336739127379,0,2.3887523699873
1254283200000,18.778338719091,4.8046006145874,10.383992037985,10.918452290083,25.478492475754,0.44495950017788,1.1737801663681
1256961600000,16.756026065421,4.6647600660544,9.0653691861818,9.6811395055706,23.017152085244,0.33945469262483,1.0953582317281
1259557200000,19.385804443146,4.544865006255,9.6705248324159,10.971529744038,25.617745423684,0.38348269455195,1.2495674976653
1262235600000,22.950590240168,6.0488249316539,10.856380561349,13.330210480209,24.061133998641,0,0.36607452464754
1264914000000,23.61159018141,6.3188669540206,11.27452370892,14.592637568961,23.223933318646,0,0.3548719047291
1267333200000,25.708586989581,6.5873958262306,11.754156529088,14.605329141157,24.425887263936,0,0.36769242398939
1270008000000,26.883915999885,6.2281189839578,8.2870811422455,13.936853794037,35.501471156693,0,0
1272600000000,25.893486687065,5.8948915746059,8.0210264360699,12.189480759072,33.775013878675,0,0
1275278400000,24.678914263176,5.5967320482214,7.5375074474865,11.676151385046,30.417993630285,0,0
1277870400000,25.937275793024,0.99784432084837,8.3419527338039,13.058852800018,30.023598978467,0,0
1280548800000,29.461381693838,1.0950794175359,9.4197471818443,13.62891543203,33.327519522436,0,0
1283227200000,27.357322961861,0.94479734407491,8.7321733185797,13.811107569918,31.963388450372,0,0
1285819200000,29.057235285673,1.222093988688,9.6627062648126,13.786494560786,30.49896723209,0,0.85450741275337
1288497600000,28.549434189386,1.335093106856,10.187962234548,14.045162857531,32.403696817913,0,0.91360317921637
1291093200000,28.506352379724,1.3302565104985,9.8144201733476,13.697412447286,31.47736071922,0,0.89647678692269
1293771600000,29.449241421598,1.340824670897,10.275723361712,13.677681376221,31.53259666241,0,0.87800687192639
1296450000000,25.796838168807,0,16.796066079353,19.96151186453,41.760282761548,0.52216435716176,0
1298869200000,28.740145449188,0,17.543254984075,21.049198298156,45.605771243237,0.59275786698454,0
1301544000000,22.091744141872,0,16.673660675083,22.687631094009,39.986557966215,0,0.43668720882994
1304136000000,25.07966254541,0,17.963944353609,25.469010617433,43.84633051005,0,0.4756523602692
1306814400000,23.674906973064,0,16.63774086721,24.88379943712,39.857316881858,0,0.46947368328469
1309406400000,23.418002742929,0,15.84857094609,24.203843814249,37.675127768207,0,0.45138896152316
1312084800000,23.24364413887,0,14.767303362181,22.138760964036,35.775077970313,0,0.43828726648117
1314763200000,31.591854066817,0,24.778452182433,16.034636966228,48.631009702578,0,2.0820861395316
1317355200000,31.497112374114,4.4583692315,18.370353229999,15.394958944555,42.830831754505,0,0.9364411075395
1320033600000,26.67238082043,3.6493043348059,15.253137429099,12.62564246197,35.611502589362,0,0.60583907839773
1322629200000,27.297080015495,3.8610064091761,14.989600840649,12.973735699739,35.320136981738,0,0.61096950747437
1325307600000,20.174315530051,5.5144800685202,16.052539160125,15.78601833615,31.564136901516,0,0
1327986000000,19.631084213898,5.1750695220791,16.424390322793,15.227368020134,32.074407502433,0,0
1330491600000,20.366462219461,5.6710066952691,17.884020741104,15.899752650733,35.053013769977,0,0
1333166400000,19.284784434185,5.5611890039181,18.372698836036,15.661317319168,33.873085184128,0,0
1335758400000,19.157810257624,5.5979368839939,18.315881576096,15.359891177281,32.321039427046,0,0